"","time","direction","accel","label","recording_num"
"68",1514826563608,"x",-16.2003,"Episkey","gesture 1"
"69",1514826563625,"x",-13.3916,"Episkey","gesture 1"
"70",1514826563641,"x",-9.4478,"Episkey","gesture 1"
"71",1514826563658,"x",-5.6704,"Episkey","gesture 1"
"72",1514826563675,"x",-3.7125,"Episkey","gesture 1"
"73",1514826563691,"x",1.8492,"Episkey","gesture 1"
"74",1514826563708,"x",3.8817,"Episkey","gesture 1"
"75",1514826563725,"x",3.482,"Episkey","gesture 1"
"76",1514826563741,"x",2.3394,"Episkey","gesture 1"
"77",1514826563759,"x",2.4358,"Episkey","gesture 1"
"78",1514826563782,"x",4.59,"Episkey","gesture 1"
"79",1514826563792,"x",5.4658,"Episkey","gesture 1"
"80",1514826563808,"x",8.1033,"Episkey","gesture 1"
"81",1514826563825,"x",8.7366,"Episkey","gesture 1"
"82",1514826563841,"x",9.3008,"Episkey","gesture 1"
"83",1514826563859,"x",12.5548,"Episkey","gesture 1"
"84",1514826563875,"x",13.8632,"Episkey","gesture 1"
"85",1514826563891,"x",10.9955,"Episkey","gesture 1"
"86",1514826563909,"x",5.7854,"Episkey","gesture 1"
"87",1514826563926,"x",-5.2184,"Episkey","gesture 1"
"88",1514826563941,"x",-14.6192,"Episkey","gesture 1"
"89",1514826563959,"x",-21.1136,"Episkey","gesture 1"
"90",1514826563975,"x",-30.862,"Episkey","gesture 1"
"91",1514826563991,"x",-30.7509,"Episkey","gesture 1"
"92",1514826564009,"x",-27.0566,"Episkey","gesture 1"
"93",1514826564025,"x",-25.0533,"Episkey","gesture 1"
"94",1514826564041,"x",-19.7929,"Episkey","gesture 1"
"95",1514826564059,"x",-12.7329,"Episkey","gesture 1"
"96",1514826564076,"x",-10.7408,"Episkey","gesture 1"
"97",1514826564092,"x",-7.1335,"Episkey","gesture 1"
"98",1514826564108,"x",-5.7072,"Episkey","gesture 1"
"99",1514826564125,"x",-2.5021,"Episkey","gesture 1"
"100",1514826564142,"x",1.0875,"Episkey","gesture 1"
"101",1514826564159,"x",2.8487,"Episkey","gesture 1"
"102",1514826564175,"x",5.7664,"Episkey","gesture 1"
"103",1514826564192,"x",7.2316,"Episkey","gesture 1"
"104",1514826564209,"x",7.8096,"Episkey","gesture 1"
"105",1514826564225,"x",7.9735,"Episkey","gesture 1"
"106",1514826564242,"x",9.0439,"Episkey","gesture 1"
"107",1514826564259,"x",8.3365,"Episkey","gesture 1"
"108",1514826564276,"x",6.9304,"Episkey","gesture 1"
"109",1514826564292,"x",4.4456,"Episkey","gesture 1"
"110",1514826564308,"x",3.8889,"Episkey","gesture 1"
"111",1514826564326,"x",-0.0782,"Episkey","gesture 1"
"112",1514826564341,"x",-4.1726,"Episkey","gesture 1"
"113",1514826564360,"x",-4.0586,"Episkey","gesture 1"
"114",1514826564375,"x",-3.7574,"Episkey","gesture 1"
"115",1514826564392,"x",-3.3763,"Episkey","gesture 1"
"116",1514826564408,"x",-2.9785,"Episkey","gesture 1"
"117",1514826564425,"x",-2.6239,"Episkey","gesture 1"
"118",1514826564443,"x",-1.6204,"Episkey","gesture 1"
"119",1514826564459,"x",-0.965,"Episkey","gesture 1"
"120",1514826564475,"x",-0.572,"Episkey","gesture 1"
"121",1514826564491,"x",-0.5126,"Episkey","gesture 1"
"122",1514826564509,"x",-0.5135,"Episkey","gesture 1"
"123",1514826564525,"x",-0.2063,"Episkey","gesture 1"
"124",1514826564541,"x",0.073,"Episkey","gesture 1"
"125",1514826564558,"x",0.079,"Episkey","gesture 1"
"126",1514826564575,"x",-0.3332,"Episkey","gesture 1"
"127",1514826564592,"x",-0.6575,"Episkey","gesture 1"
"128",1514826564608,"x",-0.7384,"Episkey","gesture 1"
"129",1514826564625,"x",-1.2377,"Episkey","gesture 1"
"130",1514826564642,"x",-2.54,"Episkey","gesture 1"
"131",1514826564658,"x",-2.3499,"Episkey","gesture 1"
"132",1514826564675,"x",-1.658,"Episkey","gesture 1"
"133",1514826564692,"x",-0.9014,"Episkey","gesture 1"
"134",1514826564708,"x",-1.2393,"Episkey","gesture 1"
"135",1514826564725,"x",-2.137,"Episkey","gesture 1"
"136",1514826564742,"x",-1.6869,"Episkey","gesture 1"
"137",1514826564758,"x",-0.9791,"Episkey","gesture 1"
"138",1514826564776,"x",-0.5602,"Episkey","gesture 1"
"139",1514826564791,"x",-0.6766,"Episkey","gesture 1"
"140",1514826564808,"x",-0.6021,"Episkey","gesture 1"
"141",1514826564837,"x",-0.8383,"Episkey","gesture 1"
"142",1514826564842,"x",-0.4318,"Episkey","gesture 1"
"143",1514826564858,"x",0.0047,"Episkey","gesture 1"
"144",1514826564875,"x",0.3608,"Episkey","gesture 1"
"145",1514826564892,"x",0.5942,"Episkey","gesture 1"
"146",1514826564908,"x",0.5081,"Episkey","gesture 1"
"147",1514826564925,"x",0.0782,"Episkey","gesture 1"
"148",1514826564958,"x",-0.5828,"Episkey","gesture 1"
"149",1514826564975,"x",-0.5075,"Episkey","gesture 1"
"150",1514826564992,"x",0.1334,"Episkey","gesture 1"
"151",1514826565009,"x",0.3365,"Episkey","gesture 1"
"152",1514826565025,"x",0.4416,"Episkey","gesture 1"
"153",1514826565042,"x",0.0297,"Episkey","gesture 1"
"154",1514826565058,"x",-0.1656,"Episkey","gesture 1"
"155",1514826565075,"x",-0.2415,"Episkey","gesture 1"
"156",1514826565092,"x",-0.2678,"Episkey","gesture 1"
"157",1514826565108,"x",-0.0317,"Episkey","gesture 1"
"158",1514826565126,"x",0.5397,"Episkey","gesture 1"
"159",1514826565142,"x",0.4451,"Episkey","gesture 1"
"160",1514826565158,"x",0.3039,"Episkey","gesture 1"
"161",1514826565175,"x",0.1557,"Episkey","gesture 1"
"162",1514826565192,"x",-0.049,"Episkey","gesture 1"
"163",1514826565208,"x",-0.088,"Episkey","gesture 1"
"164",1514826565225,"x",0.0824,"Episkey","gesture 1"
"165",1514826565242,"x",-0.0087,"Episkey","gesture 1"
"166",1514826565258,"x",-0.1245,"Episkey","gesture 1"
"167",1514826565275,"x",-0.1605,"Episkey","gesture 1"
"168",1514826565292,"x",0.0952,"Episkey","gesture 1"
"169",1514826565308,"x",0.1839,"Episkey","gesture 1"
"170",1514826565326,"x",0.2775,"Episkey","gesture 1"
"171",1514826565342,"x",0.1175,"Episkey","gesture 1"
"172",1514826565361,"x",-0.0347,"Episkey","gesture 1"
"173",1514826562442,"y",-0.3695,"Episkey","gesture 1"
"174",1514826562463,"y",-0.3695,"Episkey","gesture 1"
"175",1514826562475,"y",-0.3695,"Episkey","gesture 1"
"176",1514826562492,"y",-0.3695,"Episkey","gesture 1"
"177",1514826562508,"y",-0.3695,"Episkey","gesture 1"
"178",1514826562525,"y",-0.3695,"Episkey","gesture 1"
"179",1514826562591,"y",-0.0428,"Episkey","gesture 1"
"180",1514826562609,"y",-0.0719,"Episkey","gesture 1"
"181",1514826562625,"y",-0.0606,"Episkey","gesture 1"
"182",1514826562641,"y",-0.0167,"Episkey","gesture 1"
"183",1514826562658,"y",0.0037,"Episkey","gesture 1"
"184",1514826562675,"y",0.0658,"Episkey","gesture 1"
"185",1514826562691,"y",-0.0301,"Episkey","gesture 1"
"186",1514826562708,"y",-0.2337,"Episkey","gesture 1"
"187",1514826562725,"y",-0.2562,"Episkey","gesture 1"
"188",1514826562741,"y",-0.3726,"Episkey","gesture 1"
"189",1514826562758,"y",-0.2375,"Episkey","gesture 1"
"190",1514826562775,"y",-0.2726,"Episkey","gesture 1"
"191",1514826562792,"y",-0.3863,"Episkey","gesture 1"
"192",1514826562808,"y",-1.4139,"Episkey","gesture 1"
"193",1514826562825,"y",-1.5195,"Episkey","gesture 1"
"194",1514826562841,"y",0.61,"Episkey","gesture 1"
"195",1514826562858,"y",0.5519,"Episkey","gesture 1"
"196",1514826562876,"y",0.4618,"Episkey","gesture 1"
"197",1514826562892,"y",0.1417,"Episkey","gesture 1"
"198",1514826562908,"y",0.3732,"Episkey","gesture 1"
"199",1514826562925,"y",-0.5449,"Episkey","gesture 1"
"200",1514826562942,"y",-0.5691,"Episkey","gesture 1"
"201",1514826562958,"y",-0.3858,"Episkey","gesture 1"
"202",1514826562975,"y",-3.5394,"Episkey","gesture 1"
"203",1514826562992,"y",0.5992,"Episkey","gesture 1"
"204",1514826563009,"y",-0.0682,"Episkey","gesture 1"
"205",1514826563025,"y",-0.4004,"Episkey","gesture 1"
"206",1514826563041,"y",0.5767,"Episkey","gesture 1"
"207",1514826563059,"y",1.1033,"Episkey","gesture 1"
"208",1514826563075,"y",1.1766,"Episkey","gesture 1"
"209",1514826563092,"y",2.2571,"Episkey","gesture 1"
"210",1514826563108,"y",2.8243,"Episkey","gesture 1"
"211",1514826563125,"y",2.9254,"Episkey","gesture 1"
"212",1514826563142,"y",-0.083,"Episkey","gesture 1"
"213",1514826563158,"y",3.1856,"Episkey","gesture 1"
"214",1514826563175,"y",3.5514,"Episkey","gesture 1"
"215",1514826563192,"y",3.8527,"Episkey","gesture 1"
"216",1514826563208,"y",3.8448,"Episkey","gesture 1"
"217",1514826563225,"y",4.2306,"Episkey","gesture 1"
"218",1514826563241,"y",5.5558,"Episkey","gesture 1"
"219",1514826563258,"y",5.4612,"Episkey","gesture 1"
"220",1514826563275,"y",5.6016,"Episkey","gesture 1"
"221",1514826563291,"y",6.0604,"Episkey","gesture 1"
"222",1514826563308,"y",6.4858,"Episkey","gesture 1"
"223",1514826563325,"y",7.245,"Episkey","gesture 1"
"224",1514826563341,"y",8.4704,"Episkey","gesture 1"
"225",1514826563358,"y",9.3362,"Episkey","gesture 1"
"226",1514826563375,"y",10.9253,"Episkey","gesture 1"
"227",1514826563391,"y",15.1248,"Episkey","gesture 1"
"228",1514826563408,"y",18.6586,"Episkey","gesture 1"
"229",1514826563425,"y",23.6447,"Episkey","gesture 1"
"230",1514826563442,"y",25.7061,"Episkey","gesture 1"
"231",1514826563459,"y",27.8381,"Episkey","gesture 1"
"232",1514826563475,"y",28.2586,"Episkey","gesture 1"
"233",1514826563491,"y",25.575,"Episkey","gesture 1"
"234",1514826563509,"y",22.9241,"Episkey","gesture 1"
"235",1514826563525,"y",12.937,"Episkey","gesture 1"
"236",1514826563541,"y",7.706,"Episkey","gesture 1"
"237",1514826563559,"y",8.0494,"Episkey","gesture 1"
"238",1514826563575,"y",8.1545,"Episkey","gesture 1"
"239",1514826563592,"y",8.1323,"Episkey","gesture 1"
"240",1514826563608,"y",8.5295,"Episkey","gesture 1"
"241",1514826563625,"y",9.1449,"Episkey","gesture 1"
"242",1514826563641,"y",10.6418,"Episkey","gesture 1"
"243",1514826563658,"y",12.6096,"Episkey","gesture 1"
"244",1514826563675,"y",13.5853,"Episkey","gesture 1"
"245",1514826563691,"y",14.3179,"Episkey","gesture 1"
"246",1514826563708,"y",13.3723,"Episkey","gesture 1"
"247",1514826563725,"y",12.8112,"Episkey","gesture 1"
"248",1514826563741,"y",12.4661,"Episkey","gesture 1"
"249",1514826563759,"y",12.6977,"Episkey","gesture 1"
"250",1514826563782,"y",13.7334,"Episkey","gesture 1"
"251",1514826563792,"y",15.5842,"Episkey","gesture 1"
"252",1514826563808,"y",19.9682,"Episkey","gesture 1"
"253",1514826563825,"y",21.0799,"Episkey","gesture 1"
"254",1514826563841,"y",24.6915,"Episkey","gesture 1"
"255",1514826563859,"y",25.8656,"Episkey","gesture 1"
"256",1514826563875,"y",24.3389,"Episkey","gesture 1"
"257",1514826563891,"y",22.0896,"Episkey","gesture 1"
"258",1514826563909,"y",22.0854,"Episkey","gesture 1"
"259",1514826563926,"y",24.2741,"Episkey","gesture 1"
"260",1514826563941,"y",23.9906,"Episkey","gesture 1"
"261",1514826563959,"y",21.8272,"Episkey","gesture 1"
"262",1514826563975,"y",11.9884,"Episkey","gesture 1"
"263",1514826563991,"y",6.3408,"Episkey","gesture 1"
"264",1514826564009,"y",6.6411,"Episkey","gesture 1"
"265",1514826564025,"y",6.9511,"Episkey","gesture 1"
"266",1514826564041,"y",7.569,"Episkey","gesture 1"
"267",1514826564059,"y",8.0826,"Episkey","gesture 1"
"268",1514826564076,"y",8.3643,"Episkey","gesture 1"
"269",1514826564092,"y",8.4798,"Episkey","gesture 1"
"270",1514826564108,"y",9.2728,"Episkey","gesture 1"
"271",1514826564125,"y",10.936,"Episkey","gesture 1"
"272",1514826564142,"y",11.2142,"Episkey","gesture 1"
"273",1514826564159,"y",10.9888,"Episkey","gesture 1"
"274",1514826564175,"y",10.7747,"Episkey","gesture 1"
"275",1514826564192,"y",11.1027,"Episkey","gesture 1"
"276",1514826564209,"y",11.7578,"Episkey","gesture 1"
"277",1514826564225,"y",12.0905,"Episkey","gesture 1"
"278",1514826564242,"y",12.1305,"Episkey","gesture 1"
"279",1514826564259,"y",10.9646,"Episkey","gesture 1"
"280",1514826564276,"y",10.1361,"Episkey","gesture 1"
"281",1514826564292,"y",8.3061,"Episkey","gesture 1"
"282",1514826564308,"y",7.0136,"Episkey","gesture 1"
"283",1514826564326,"y",4.4431,"Episkey","gesture 1"
"284",1514826564341,"y",0.9151,"Episkey","gesture 1"
"285",1514826564360,"y",-0.4913,"Episkey","gesture 1"
"286",1514826564375,"y",-1.0347,"Episkey","gesture 1"
"287",1514826564392,"y",-1.3396,"Episkey","gesture 1"
"288",1514826564408,"y",-1.259,"Episkey","gesture 1"
"289",1514826564425,"y",-0.99,"Episkey","gesture 1"
"290",1514826564443,"y",-0.5528,"Episkey","gesture 1"
"291",1514826564459,"y",-0.0191,"Episkey","gesture 1"
"292",1514826564475,"y",0.0936,"Episkey","gesture 1"
"293",1514826564491,"y",0.217,"Episkey","gesture 1"
"294",1514826564509,"y",0.2333,"Episkey","gesture 1"
"295",1514826564525,"y",0.3286,"Episkey","gesture 1"
"296",1514826564541,"y",0.3711,"Episkey","gesture 1"
"297",1514826564558,"y",0.3267,"Episkey","gesture 1"
"298",1514826564575,"y",0.4681,"Episkey","gesture 1"
"299",1514826564592,"y",0.463,"Episkey","gesture 1"
"300",1514826564608,"y",0.3286,"Episkey","gesture 1"
"301",1514826564625,"y",0.151,"Episkey","gesture 1"
"302",1514826564642,"y",0.0646,"Episkey","gesture 1"
"303",1514826564658,"y",-0.1876,"Episkey","gesture 1"
"304",1514826564675,"y",-0.2855,"Episkey","gesture 1"
"305",1514826564692,"y",-0.1939,"Episkey","gesture 1"
"306",1514826564708,"y",-0.1849,"Episkey","gesture 1"
"307",1514826564725,"y",-0.5804,"Episkey","gesture 1"
"308",1514826564742,"y",-0.5396,"Episkey","gesture 1"
"309",1514826564758,"y",-0.3138,"Episkey","gesture 1"
"310",1514826564776,"y",-0.2166,"Episkey","gesture 1"
"311",1514826564791,"y",-0.2604,"Episkey","gesture 1"
"312",1514826564808,"y",-0.1129,"Episkey","gesture 1"
"313",1514826564837,"y",-0.0355,"Episkey","gesture 1"
"314",1514826564842,"y",0.0861,"Episkey","gesture 1"
"315",1514826564858,"y",0.2223,"Episkey","gesture 1"
"316",1514826564875,"y",0.2515,"Episkey","gesture 1"
"317",1514826564892,"y",0.2494,"Episkey","gesture 1"
"318",1514826564908,"y",0.2334,"Episkey","gesture 1"
"319",1514826564925,"y",0.1348,"Episkey","gesture 1"
"320",1514826564958,"y",0.0963,"Episkey","gesture 1"
"321",1514826564975,"y",0.096,"Episkey","gesture 1"
"322",1514826564992,"y",0.1582,"Episkey","gesture 1"
"323",1514826565009,"y",0.158,"Episkey","gesture 1"
"324",1514826565025,"y",0.1692,"Episkey","gesture 1"
"325",1514826565042,"y",0.1383,"Episkey","gesture 1"
"326",1514826565058,"y",0.0746,"Episkey","gesture 1"
"327",1514826565075,"y",0.0577,"Episkey","gesture 1"
"328",1514826565092,"y",0.0945,"Episkey","gesture 1"
"329",1514826565108,"y",0.125,"Episkey","gesture 1"
"330",1514826565126,"y",0.1866,"Episkey","gesture 1"
"331",1514826565142,"y",0.1798,"Episkey","gesture 1"
"332",1514826565158,"y",0.1596,"Episkey","gesture 1"
"333",1514826565175,"y",0.0376,"Episkey","gesture 1"
"334",1514826565192,"y",0.0376,"Episkey","gesture 1"
"335",1514826565208,"y",0.0234,"Episkey","gesture 1"
"336",1514826565225,"y",0.0922,"Episkey","gesture 1"
"337",1514826565242,"y",0.1089,"Episkey","gesture 1"
"338",1514826565258,"y",0.0595,"Episkey","gesture 1"
"339",1514826565275,"y",0.0868,"Episkey","gesture 1"
"340",1514826565292,"y",0.0675,"Episkey","gesture 1"
"341",1514826565308,"y",0.09,"Episkey","gesture 1"
"342",1514826565326,"y",0.1213,"Episkey","gesture 1"
"343",1514826565342,"y",0.094,"Episkey","gesture 1"
"344",1514826565361,"y",0.1054,"Episkey","gesture 1"
"345",1514826562442,"z",-1.364,"Episkey","gesture 1"
"346",1514826562463,"z",-1.364,"Episkey","gesture 1"
"347",1514826562475,"z",-1.364,"Episkey","gesture 1"
"348",1514826562492,"z",-1.364,"Episkey","gesture 1"
"349",1514826562508,"z",-1.364,"Episkey","gesture 1"
"350",1514826562525,"z",-1.364,"Episkey","gesture 1"
"351",1514826562591,"z",-0.2229,"Episkey","gesture 1"
"352",1514826562609,"z",-0.0965,"Episkey","gesture 1"
"353",1514826562625,"z",0.0156,"Episkey","gesture 1"
"354",1514826562641,"z",0.0037,"Episkey","gesture 1"
"355",1514826562658,"z",0.0349,"Episkey","gesture 1"
"356",1514826562675,"z",0.0535,"Episkey","gesture 1"
"357",1514826562691,"z",0.0324,"Episkey","gesture 1"
"358",1514826562708,"z",-0.5569,"Episkey","gesture 1"
"359",1514826562725,"z",-0.7212,"Episkey","gesture 1"
"360",1514826562741,"z",-0.3669,"Episkey","gesture 1"
"361",1514826562758,"z",-0.5195,"Episkey","gesture 1"
"362",1514826562775,"z",-0.8246,"Episkey","gesture 1"
"363",1514826562792,"z",0.5493,"Episkey","gesture 1"
"364",1514826562808,"z",1.6985,"Episkey","gesture 1"
"365",1514826562825,"z",1.7487,"Episkey","gesture 1"
"366",1514826562841,"z",1.0766,"Episkey","gesture 1"
"367",1514826562858,"z",0.764,"Episkey","gesture 1"
"368",1514826562876,"z",0.334,"Episkey","gesture 1"
"369",1514826562892,"z",-1.0558,"Episkey","gesture 1"
"370",1514826562908,"z",-4.4825,"Episkey","gesture 1"
"371",1514826562925,"z",-4.2248,"Episkey","gesture 1"
"372",1514826562942,"z",-3.1083,"Episkey","gesture 1"
"373",1514826562958,"z",-5.2707,"Episkey","gesture 1"
"374",1514826562975,"z",-5.9097,"Episkey","gesture 1"
"375",1514826562992,"z",-3.4609,"Episkey","gesture 1"
"376",1514826563009,"z",-3.3302,"Episkey","gesture 1"
"377",1514826563025,"z",-4.668,"Episkey","gesture 1"
"378",1514826563041,"z",-6.913,"Episkey","gesture 1"
"379",1514826563059,"z",-5.9438,"Episkey","gesture 1"
"380",1514826563075,"z",-4.7581,"Episkey","gesture 1"
"381",1514826563092,"z",-2.016,"Episkey","gesture 1"
"382",1514826563108,"z",-0.785,"Episkey","gesture 1"
"383",1514826563125,"z",-0.0298,"Episkey","gesture 1"
"384",1514826563142,"z",1.5607,"Episkey","gesture 1"
"385",1514826563158,"z",4.4516,"Episkey","gesture 1"
"386",1514826563175,"z",5.1789,"Episkey","gesture 1"
"387",1514826563192,"z",6.1048,"Episkey","gesture 1"
"388",1514826563208,"z",5.8459,"Episkey","gesture 1"
"389",1514826563225,"z",6.5311,"Episkey","gesture 1"
"390",1514826563241,"z",5.6456,"Episkey","gesture 1"
"391",1514826563258,"z",6.1387,"Episkey","gesture 1"
"392",1514826563275,"z",6.8662,"Episkey","gesture 1"
"393",1514826563291,"z",8.9588,"Episkey","gesture 1"
"394",1514826563308,"z",9.9783,"Episkey","gesture 1"
"395",1514826563325,"z",10.3905,"Episkey","gesture 1"
"396",1514826563341,"z",8.4577,"Episkey","gesture 1"
"397",1514826563358,"z",8.0257,"Episkey","gesture 1"
"398",1514826563375,"z",9.263,"Episkey","gesture 1"
"399",1514826563391,"z",5.2454,"Episkey","gesture 1"
"400",1514826563408,"z",-0.2174,"Episkey","gesture 1"
"401",1514826563425,"z",-20.3192,"Episkey","gesture 1"
"402",1514826563442,"z",-38.6879,"Episkey","gesture 1"
"403",1514826563459,"z",-36.9723,"Episkey","gesture 1"
"404",1514826563475,"z",-28.7876,"Episkey","gesture 1"
"405",1514826563491,"z",-16.395,"Episkey","gesture 1"
"406",1514826563509,"z",-12.3483,"Episkey","gesture 1"
"407",1514826563525,"z",-11.2582,"Episkey","gesture 1"
"408",1514826563541,"z",-10.4222,"Episkey","gesture 1"
"409",1514826563559,"z",-6.1814,"Episkey","gesture 1"
"410",1514826563575,"z",3.1168,"Episkey","gesture 1"
"411",1514826563592,"z",11.2547,"Episkey","gesture 1"
"412",1514826563608,"z",15.1974,"Episkey","gesture 1"
"413",1514826563625,"z",16.2841,"Episkey","gesture 1"
"414",1514826563641,"z",17.4479,"Episkey","gesture 1"
"415",1514826563658,"z",15.5123,"Episkey","gesture 1"
"416",1514826563675,"z",15.6383,"Episkey","gesture 1"
"417",1514826563691,"z",17.0475,"Episkey","gesture 1"
"418",1514826563708,"z",17.3296,"Episkey","gesture 1"
"419",1514826563725,"z",15.0635,"Episkey","gesture 1"
"420",1514826563741,"z",11.3096,"Episkey","gesture 1"
"421",1514826563759,"z",11.1133,"Episkey","gesture 1"
"422",1514826563782,"z",13.208,"Episkey","gesture 1"
"423",1514826563792,"z",14.7787,"Episkey","gesture 1"
"424",1514826563808,"z",12.8573,"Episkey","gesture 1"
"425",1514826563825,"z",10.135,"Episkey","gesture 1"
"426",1514826563841,"z",1.5627,"Episkey","gesture 1"
"427",1514826563859,"z",-13.3457,"Episkey","gesture 1"
"428",1514826563875,"z",-22.4207,"Episkey","gesture 1"
"429",1514826563891,"z",-36.3723,"Episkey","gesture 1"
"430",1514826563909,"z",-38.4442,"Episkey","gesture 1"
"431",1514826563926,"z",-30.2679,"Episkey","gesture 1"
"432",1514826563941,"z",-19.9741,"Episkey","gesture 1"
"433",1514826563959,"z",-16.4871,"Episkey","gesture 1"
"434",1514826563975,"z",-13.0581,"Episkey","gesture 1"
"435",1514826563991,"z",-10.8015,"Episkey","gesture 1"
"436",1514826564009,"z",-4.2332,"Episkey","gesture 1"
"437",1514826564025,"z",0.1051,"Episkey","gesture 1"
"438",1514826564041,"z",7.6022,"Episkey","gesture 1"
"439",1514826564059,"z",11.7621,"Episkey","gesture 1"
"440",1514826564076,"z",13.1909,"Episkey","gesture 1"
"441",1514826564092,"z",13.5565,"Episkey","gesture 1"
"442",1514826564108,"z",11.5503,"Episkey","gesture 1"
"443",1514826564125,"z",10.5616,"Episkey","gesture 1"
"444",1514826564142,"z",13.2812,"Episkey","gesture 1"
"445",1514826564159,"z",15.3274,"Episkey","gesture 1"
"446",1514826564175,"z",16.9424,"Episkey","gesture 1"
"447",1514826564192,"z",14.4139,"Episkey","gesture 1"
"448",1514826564209,"z",9.7303,"Episkey","gesture 1"
"449",1514826564225,"z",7.8977,"Episkey","gesture 1"
"450",1514826564242,"z",3.9292,"Episkey","gesture 1"
"451",1514826564259,"z",1.2875,"Episkey","gesture 1"
"452",1514826564276,"z",0.2657,"Episkey","gesture 1"
"453",1514826564292,"z",-5.1534,"Episkey","gesture 1"
"454",1514826564308,"z",-7.5678,"Episkey","gesture 1"
"455",1514826564326,"z",-10.9399,"Episkey","gesture 1"
"456",1514826564341,"z",-12.3732,"Episkey","gesture 1"
"457",1514826564360,"z",-11.9175,"Episkey","gesture 1"
"458",1514826564375,"z",-10.2638,"Episkey","gesture 1"
"459",1514826564392,"z",-7.7473,"Episkey","gesture 1"
"460",1514826564408,"z",-6.6006,"Episkey","gesture 1"
